Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/orders/async,3211,0,48,62.149664450879726,36.71450004912913,367.587165965233,223.6449704142012,54.26222440826867,0.0,48,52,66,83,110,120,140,170,330,370,370
,Aggregated,3211,0,48,62.149664450879726,36.71450004912913,367.587165965233,223.6449704142012,54.26222440826867,0.0,48,52,66,83,110,120,140,170,330,370,370
