Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/orders/async,3209,0,49,63.03089190256411,37.36829198896885,336.76329196896404,223.65098161421002,54.15734869704516,0.0,49,54,70,87,110,120,130,170,220,340,340
,Aggregated,3209,0,49,63.03089190256411,37.36829198896885,336.76329196896404,223.65098161421002,54.15734869704516,0.0,49,54,70,87,110,120,130,170,220,340,340
