Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/orders/async,3232,0,48,62.083017668807976,36.839834006968886,275.22004197817296,223.66924504950495,54.664879628726005,0.0,48,53,69,86,110,120,130,140,200,280,280
,Aggregated,3232,0,48,62.083017668807976,36.839834006968886,275.22004197817296,223.66924504950495,54.664879628726005,0.0,48,53,69,86,110,120,130,140,200,280,280
