timestamp,type,key,latency_ms,version,stale
2026-04-03T16:41:32.122529-04:00,read,key7,3.399,94,false
2026-04-03T16:41:32.122422-04:00,read,key7,4.351,94,false
2026-04-03T16:41:32.122522-04:00,read,key7,4.340,94,false
2026-04-03T16:41:32.122453-04:00,read,key5,5.413,95,false
2026-04-03T16:41:32.12243-04:00,read,key0,5.584,106,false
2026-04-03T16:41:32.12678-04:00,read,key7,3.336,94,false
2026-04-03T16:41:32.130138-04:00,read,key4,0.779,105,false
2026-04-03T16:41:32.130937-04:00,read,key2,0.532,75,false
2026-04-03T16:41:32.131472-04:00,read,key5,0.398,97,false
2026-04-03T16:41:32.131877-04:00,read,key4,0.512,105,false
2026-04-03T16:41:32.132393-04:00,read,key0,0.478,106,false
2026-04-03T16:41:32.132874-04:00,read,key0,0.393,106,false
2026-04-03T16:41:32.122512-04:00,write,key0,622.896,107,false
2026-04-03T16:41:32.133272-04:00,write,key5,612.184,99,false
2026-04-03T16:41:32.122495-04:00,write,key3,622.976,106,false
2026-04-03T16:41:32.122483-04:00,write,key3,622.960,107,false
2026-04-03T16:41:32.126871-04:00,write,key9,619.005,92,false
2026-04-03T16:41:32.122456-04:00,write,key5,623.413,98,false
2026-04-03T16:41:32.128022-04:00,write,key8,618.002,110,false
2026-04-03T16:41:32.125949-04:00,write,key1,620.128,85,false
2026-04-03T16:41:32.122463-04:00,write,key1,623.615,84,false
2026-04-03T16:41:32.127905-04:00,write,key8,618.210,111,false
2026-04-03T16:41:32.745498-04:00,read,key3,1.543,107,false
2026-04-03T16:41:32.746095-04:00,read,key7,1.867,94,false
2026-04-03T16:41:32.746082-04:00,read,key2,2.227,76,false
2026-04-03T16:41:32.747987-04:00,read,key6,1.027,94,false
2026-04-03T16:41:32.749035-04:00,read,key9,0.495,91,true
2026-04-03T16:41:32.747072-04:00,write,key3,613.463,109,false
2026-04-03T16:41:32.745532-04:00,write,key3,616.367,108,false
2026-04-03T16:41:32.746206-04:00,write,key4,615.789,108,false
2026-04-03T16:41:32.748329-04:00,write,key5,613.726,101,false
2026-04-03T16:41:32.746032-04:00,write,key5,616.274,100,false
2026-04-03T16:41:32.745504-04:00,write,key4,616.873,106,false
2026-04-03T16:41:32.749546-04:00,write,key5,612.959,102,false
2026-04-03T16:41:32.745895-04:00,write,key4,616.761,109,false
2026-04-03T16:41:32.745894-04:00,write,key4,616.774,107,false
2026-04-03T16:41:32.745499-04:00,write,key9,617.298,93,false
2026-04-03T16:41:33.360622-04:00,read,key4,5.866,105,true
2026-04-03T16:41:33.361945-04:00,read,key2,5.702,76,false
2026-04-03T16:41:33.362114-04:00,read,key2,6.656,76,false
2026-04-03T16:41:33.362517-04:00,read,key5,8.185,101,true
2026-04-03T16:41:33.36771-04:00,read,key3,3.018,109,false
2026-04-03T16:41:33.366521-04:00,read,key8,4.183,110,true
2026-04-03T16:41:33.368796-04:00,read,key1,2.280,84,true
2026-04-03T16:41:33.370726-04:00,read,key9,1.341,92,true
2026-04-03T16:41:33.370741-04:00,read,key4,1.325,105,true
2026-04-03T16:41:33.370739-04:00,read,key8,1.350,111,false
2026-04-03T16:41:33.371112-04:00,read,key4,1.423,105,true
2026-04-03T16:41:33.372086-04:00,read,key2,0.693,76,false
2026-04-03T16:41:33.372102-04:00,read,key1,0.717,84,true
2026-04-03T16:41:33.372827-04:00,read,key4,0.568,105,true
2026-04-03T16:41:33.373408-04:00,read,key7,0.753,94,false
2026-04-03T16:41:33.362391-04:00,write,key1,614.070,86,false
2026-04-03T16:41:33.362713-04:00,write,key5,613.775,104,false
2026-04-03T16:41:33.362715-04:00,write,key5,613.774,103,false
2026-04-03T16:41:33.362811-04:00,write,key1,613.747,87,false
2026-04-03T16:41:33.362337-04:00,write,key6,614.252,95,false
2026-04-03T16:41:33.362052-04:00,write,key0,614.682,108,false
2026-04-03T16:41:33.976576-04:00,read,key4,0.711,106,true
2026-04-03T16:41:33.976498-04:00,read,key0,0.808,108,false
2026-04-03T16:41:33.977315-04:00,read,key5,0.298,101,true
2026-04-03T16:41:33.977621-04:00,read,key0,0.220,107,true
2026-04-03T16:41:33.977848-04:00,read,key5,0.302,103,true
2026-04-03T16:41:33.978169-04:00,read,key4,0.392,108,true
2026-04-03T16:41:33.372795-04:00,write,key8,610.460,112,false
2026-04-03T16:41:33.374183-04:00,write,key7,609.089,95,false
2026-04-03T16:41:33.372114-04:00,write,key6,611.175,96,false
2026-04-03T16:41:33.372555-04:00,write,key3,610.767,110,false
2026-04-03T16:41:33.98328-04:00,read,key4,0.560,107,true
2026-04-03T16:41:33.983852-04:00,read,key4,0.549,108,true
2026-04-03T16:41:33.983287-04:00,write,key4,613.244,110,false
2026-04-03T16:41:33.984418-04:00,write,key7,612.076,98,false
2026-04-03T16:41:34.596616-04:00,read,key9,0.921,93,false
2026-04-03T16:41:34.597569-04:00,read,key3,0.787,110,false
2026-04-03T16:41:34.598387-04:00,read,key1,0.648,86,true
2026-04-03T16:41:33.978576-04:00,write,key3,643.509,112,false
2026-04-03T16:41:33.976744-04:00,write,key2,645.341,77,false
2026-04-03T16:41:33.983315-04:00,write,key7,639.001,97,false
2026-04-03T16:41:33.977307-04:00,write,key0,645.239,109,false
2026-04-03T16:41:33.976508-04:00,write,key7,646.126,96,false
2026-04-03T16:41:33.976611-04:00,write,key3,646.100,111,false
2026-04-03T16:41:33.983331-04:00,write,key3,639.404,113,false
2026-04-03T16:41:33.976546-04:00,write,key1,646.467,88,false
2026-04-03T16:41:34.622162-04:00,read,key0,4.785,108,true
2026-04-03T16:41:34.622228-04:00,read,key9,4.757,93,false
2026-04-03T16:41:34.622773-04:00,read,key8,4.220,112,false
2026-04-03T16:41:34.623033-04:00,read,key0,4.028,109,false
2026-04-03T16:41:34.622359-04:00,read,key1,4.931,88,false
2026-04-03T16:41:34.622676-04:00,read,key3,4.691,113,false
2026-04-03T16:41:34.596635-04:00,write,key9,618.619,94,false
2026-04-03T16:41:34.599071-04:00,write,key9,616.182,95,false
2026-04-03T16:41:35.215345-04:00,read,key2,2.163,77,false
2026-04-03T16:41:35.215345-04:00,read,key6,2.206,96,false
2026-04-03T16:41:35.217576-04:00,read,key5,1.127,107,false
2026-04-03T16:41:34.627306-04:00,write,key1,609.977,89,false
2026-04-03T16:41:34.622606-04:00,write,key5,614.738,105,false
2026-04-03T16:41:34.627081-04:00,write,key4,610.640,112,false
2026-04-03T16:41:34.622754-04:00,write,key4,615.111,111,false
2026-04-03T16:41:34.627014-04:00,write,key8,610.965,113,false
2026-04-03T16:41:34.627392-04:00,write,key5,610.665,107,false
2026-04-03T16:41:34.627014-04:00,write,key9,611.526,96,false
2026-04-03T16:41:34.627014-04:00,write,key5,611.565,106,false
2026-04-03T16:41:35.237329-04:00,read,key9,3.385,96,false
2026-04-03T16:41:35.238567-04:00,read,key4,3.595,110,true
2026-04-03T16:41:35.23861-04:00,read,key5,3.635,106,true
2026-04-03T16:41:35.240744-04:00,read,key2,2.398,77,false
2026-04-03T16:41:35.218764-04:00,write,key3,614.596,114,false
2026-04-03T16:41:35.217578-04:00,write,key6,615.842,97,false
2026-04-03T16:41:35.833459-04:00,read,key0,1.875,109,false
2026-04-03T16:41:35.835373-04:00,read,key7,0.973,101,false
2026-04-03T16:41:35.836367-04:00,read,key7,1.139,97,true
2026-04-03T16:41:35.837527-04:00,read,key9,0.867,96,false
2026-04-03T16:41:35.242192-04:00,write,key7,629.370,100,false
2026-04-03T16:41:35.237382-04:00,write,key7,634.163,99,false
2026-04-03T16:41:35.237784-04:00,write,key8,633.813,114,false
2026-04-03T16:41:35.242281-04:00,write,key2,629.423,78,false
2026-04-03T16:41:35.237887-04:00,write,key9,633.814,97,false
2026-04-03T16:41:35.238144-04:00,write,key6,633.401,98,false
2026-04-03T16:41:35.238006-04:00,write,key4,634.133,113,false
2026-04-03T16:41:35.243165-04:00,write,key7,629.015,101,false
2026-04-03T16:41:35.871754-04:00,read,key9,4.944,96,true
2026-04-03T16:41:35.871668-04:00,read,key1,5.118,89,false
2026-04-03T16:41:35.871589-04:00,read,key0,5.233,109,false
2026-04-03T16:41:35.872218-04:00,read,key7,4.596,101,false
2026-04-03T16:41:35.871589-04:00,read,key1,5.259,89,false
2026-04-03T16:41:35.87689-04:00,read,key9,1.668,96,true
2026-04-03T16:41:35.876806-04:00,read,key2,1.731,77,true
2026-04-03T16:41:35.876872-04:00,read,key1,1.741,89,false
2026-04-03T16:41:35.876727-04:00,read,key7,1.894,97,true
2026-04-03T16:41:35.876841-04:00,read,key9,1.699,97,false
2026-04-03T16:41:35.87181-04:00,read,key1,6.880,89,false
2026-04-03T16:41:35.878631-04:00,read,key8,2.110,113,true
2026-04-03T16:41:35.878736-04:00,read,key9,2.150,96,true
2026-04-03T16:41:35.83843-04:00,write,key1,608.415,90,false
2026-04-03T16:41:35.83346-04:00,write,key7,613.385,102,false
2026-04-03T16:41:36.446953-04:00,read,key2,1.563,78,false
2026-04-03T16:41:36.448558-04:00,read,key0,0.986,109,false
2026-04-03T16:41:35.880767-04:00,write,key0,616.150,111,false
2026-04-03T16:41:35.872168-04:00,write,key3,624.816,115,false
2026-04-03T16:41:35.878602-04:00,write,key2,618.433,79,false
2026-04-03T16:41:35.878587-04:00,write,key4,618.579,115,false
2026-04-03T16:41:35.880906-04:00,write,key8,616.283,116,false
2026-04-03T16:41:35.87177-04:00,write,key4,625.620,114,false
2026-04-03T16:41:35.878689-04:00,write,key0,618.774,110,false
2026-04-03T16:41:35.878642-04:00,write,key8,618.969,115,false
2026-04-03T16:41:36.49719-04:00,read,key2,3.145,79,false
2026-04-03T16:41:36.497417-04:00,read,key3,2.917,114,true
2026-04-03T16:41:36.500363-04:00,read,key2,1.382,78,true
2026-04-03T16:41:36.500363-04:00,read,key0,1.576,109,true
2026-04-03T16:41:36.501782-04:00,read,key5,1.241,107,false
2026-04-03T16:41:36.501963-04:00,read,key5,1.563,106,true
2026-04-03T16:41:36.446949-04:00,write,key8,611.543,117,false
2026-04-03T16:41:36.44958-04:00,write,key3,608.995,116,false
2026-04-03T16:41:37.058584-04:00,read,key4,1.559,116,false
2026-04-03T16:41:36.497026-04:00,write,key2,622.661,80,false
2026-04-03T16:41:36.497219-04:00,write,key2,622.572,81,false
2026-04-03T16:41:36.503054-04:00,write,key4,616.736,116,false
2026-04-03T16:41:36.503549-04:00,write,key9,616.272,98,false
2026-04-03T16:41:36.497639-04:00,write,key6,622.541,99,false
2026-04-03T16:41:36.497021-04:00,write,key7,623.439,103,false
2026-04-03T16:41:36.497149-04:00,write,key3,623.434,117,false
2026-04-03T16:41:36.497497-04:00,write,key5,623.185,108,false
2026-04-03T16:41:37.119754-04:00,read,key6,5.012,98,true
2026-04-03T16:41:37.120603-04:00,read,key0,4.554,110,true
2026-04-03T16:41:37.125178-04:00,read,key8,1.499,117,false
2026-04-03T16:41:37.060228-04:00,write,key8,614.674,118,false
2026-04-03T16:41:37.058634-04:00,write,key5,616.358,109,false
2026-04-03T16:41:37.126742-04:00,write,key3,622.977,118,false
2026-04-03T16:41:37.12025-04:00,write,key4,629.470,117,false
2026-04-03T16:41:37.119832-04:00,write,key6,629.887,101,false
2026-04-03T16:41:37.120708-04:00,write,key6,629.046,100,false
2026-04-03T16:41:37.124805-04:00,write,key4,625.228,118,false
2026-04-03T16:41:37.119927-04:00,write,key2,630.125,82,false
2026-04-03T16:41:37.119895-04:00,write,key0,630.139,112,false
2026-04-03T16:41:37.120494-04:00,write,key8,629.559,119,false
2026-04-03T16:41:37.749925-04:00,read,key9,4.048,98,false
2026-04-03T16:41:37.749778-04:00,read,key8,4.456,119,false
2026-04-03T16:41:37.750128-04:00,read,key7,5.392,103,false
2026-04-03T16:41:37.750049-04:00,read,key3,7.582,118,false
2026-04-03T16:41:37.675043-04:00,write,key9,611.303,99,false
2026-04-03T16:41:37.675043-04:00,write,key8,611.746,120,false
2026-04-03T16:41:38.286798-04:00,read,key8,0.756,119,true
2026-04-03T16:41:38.286382-04:00,read,key4,1.177,118,false
2026-04-03T16:41:37.754603-04:00,write,key1,620.822,91,false
2026-04-03T16:41:37.750194-04:00,write,key8,625.362,121,false
2026-04-03T16:41:37.754021-04:00,write,key7,621.721,106,false
2026-04-03T16:41:37.749851-04:00,write,key4,626.334,119,false
2026-04-03T16:41:37.755546-04:00,write,key7,620.734,105,false
2026-04-03T16:41:37.757718-04:00,write,key4,618.593,120,false
2026-04-03T16:41:37.749926-04:00,write,key7,626.499,104,false
2026-04-03T16:41:37.750075-04:00,write,key5,626.480,110,false
2026-04-03T16:41:38.375591-04:00,read,key5,3.968,109,true
2026-04-03T16:41:38.376322-04:00,read,key0,3.443,112,false
2026-04-03T16:41:38.37644-04:00,read,key6,3.631,101,false
2026-04-03T16:41:38.376608-04:00,read,key7,3.901,106,false
2026-04-03T16:41:38.38009-04:00,read,key5,12.951,110,false
2026-04-03T16:41:38.380525-04:00,read,key2,12.550,82,false
2026-04-03T16:41:38.287571-04:00,write,key6,614.421,102,false
2026-04-03T16:41:38.287571-04:00,write,key8,614.453,122,false
2026-04-03T16:41:38.376297-04:00,write,key6,627.067,104,false
2026-04-03T16:41:38.379792-04:00,write,key5,623.609,111,false
2026-04-03T16:41:38.376232-04:00,write,key6,627.230,103,false
2026-04-03T16:41:38.3755-04:00,write,key3,628.187,119,false
2026-04-03T16:41:38.379598-04:00,write,key3,624.142,120,false
2026-04-03T16:41:38.375815-04:00,write,key2,628.857,83,false
2026-04-03T16:41:39.003699-04:00,read,key4,4.527,120,false
2026-04-03T16:41:39.003421-04:00,read,key2,5.944,82,true
2026-04-03T16:41:39.003406-04:00,read,key2,5.959,82,true
2026-04-03T16:41:39.003791-04:00,read,key6,5.722,104,false
2026-04-03T16:41:39.009387-04:00,read,key4,1.565,120,false
2026-04-03T16:41:39.004726-04:00,read,key4,6.246,120,false
2026-04-03T16:41:39.009525-04:00,read,key7,2.364,106,false
2026-04-03T16:41:39.00826-04:00,read,key0,3.681,113,false
2026-04-03T16:41:38.393096-04:00,write,key8,620.347,123,false
2026-04-03T16:41:39.011907-04:00,read,key0,1.919,112,false
2026-04-03T16:41:38.393076-04:00,write,key3,620.754,121,false
2026-04-03T16:41:39.011008-04:00,read,key5,4.381,111,false
2026-04-03T16:41:38.902039-04:00,write,key0,616.289,114,false
2026-04-03T16:41:38.902045-04:00,write,key0,617.075,113,false
2026-04-03T16:41:39.518419-04:00,read,key6,1.638,104,false
2026-04-03T16:41:39.519148-04:00,read,key2,1.247,83,false
2026-04-03T16:41:39.520414-04:00,read,key9,1.050,100,false
2026-04-03T16:41:39.521488-04:00,read,key4,0.683,121,false
2026-04-03T16:41:39.015535-04:00,write,key5,614.248,114,false
2026-04-03T16:41:39.009406-04:00,write,key8,620.412,124,false
2026-04-03T16:41:39.003566-04:00,write,key5,626.248,112,false
2026-04-03T16:41:39.010986-04:00,write,key9,618.828,100,false
2026-04-03T16:41:39.013846-04:00,write,key6,617.267,105,false
2026-04-03T16:41:39.01347-04:00,write,key5,617.671,113,false
2026-04-03T16:41:39.013846-04:00,write,key8,617.314,125,false
2026-04-03T16:41:39.011956-04:00,write,key4,619.270,121,false
2026-04-03T16:41:39.629861-04:00,read,key5,2.284,114,false
2026-04-03T16:41:39.629896-04:00,read,key8,2.279,125,false
2026-04-03T16:41:39.631193-04:00,read,key1,1.040,91,false
2026-04-03T16:41:39.632246-04:00,read,key9,0.722,99,true
2026-04-03T16:41:39.632187-04:00,read,key0,0.939,114,false
2026-04-03T16:41:39.632168-04:00,read,key9,0.961,100,false
2026-04-03T16:41:39.632986-04:00,read,key6,0.481,105,false
2026-04-03T16:41:39.633149-04:00,read,key5,0.394,111,true
2026-04-03T16:41:39.633555-04:00,read,key2,0.372,83,false
2026-04-03T16:41:39.522199-04:00,write,key2,614.295,84,false
2026-04-03T16:41:39.520102-04:00,write,key1,616.454,92,false
2026-04-03T16:41:39.633156-04:00,write,key0,607.552,115,false
2026-04-03T16:41:39.631158-04:00,write,key1,609.501,93,false
2026-04-03T16:41:39.633483-04:00,write,key4,607.299,124,false
2026-04-03T16:41:39.62987-04:00,write,key3,611.056,122,false
2026-04-03T16:41:39.629863-04:00,write,key4,611.160,122,false
2026-04-03T16:41:39.631158-04:00,write,key4,609.991,123,false
2026-04-03T16:41:39.633943-04:00,write,key4,610.458,125,false
2026-04-03T16:41:40.24094-04:00,read,key0,3.832,114,true
2026-04-03T16:41:39.631235-04:00,write,key9,613.737,101,false
2026-04-03T16:41:40.244427-04:00,read,key9,2.558,101,false
2026-04-03T16:41:40.244985-04:00,read,key8,2.080,125,false
2026-04-03T16:41:40.136599-04:00,write,key8,615.712,126,false
2026-04-03T16:41:40.136612-04:00,write,key1,615.724,94,false
2026-04-03T16:41:40.752349-04:00,read,key1,0.565,95,false
2026-04-03T16:41:40.247016-04:00,write,key2,611.792,85,false
2026-04-03T16:41:40.247086-04:00,write,key2,611.800,86,false
2026-04-03T16:41:40.24077-04:00,write,key6,618.296,106,false
2026-04-03T16:41:40.241043-04:00,write,key1,618.347,95,false
2026-04-03T16:41:40.244809-04:00,write,key7,614.696,107,false
2026-04-03T16:41:40.240852-04:00,write,key3,618.689,123,false
2026-04-03T16:41:40.241168-04:00,write,key9,618.363,102,false
2026-04-03T16:41:40.240783-04:00,write,key8,619.040,127,false
2026-04-03T16:41:40.859586-04:00,read,key9,2.771,102,false
2026-04-03T16:41:40.85952-04:00,read,key0,3.146,115,false
2026-04-03T16:41:40.858881-04:00,read,key5,3.867,114,false
2026-04-03T16:41:40.858922-04:00,read,key7,3.902,105,true
2026-04-03T16:41:40.862389-04:00,read,key9,2.830,102,false
2026-04-03T16:41:40.862764-04:00,read,key3,2.492,123,false
2026-04-03T16:41:40.865273-04:00,read,key4,1.732,125,false
2026-04-03T16:41:40.862843-04:00,read,key0,4.192,115,false
2026-04-03T16:41:40.867072-04:00,read,key0,1.203,115,false
2026-04-03T16:41:40.867026-04:00,read,key2,1.800,86,false
2026-04-03T16:41:40.868295-04:00,read,key8,1.240,127,false
2026-04-03T16:41:40.868844-04:00,read,key4,1.303,125,false
2026-04-03T16:41:40.869552-04:00,read,key0,1.181,115,false
2026-04-03T16:41:40.87075-04:00,read,key4,1.116,125,false
2026-04-03T16:41:40.752933-04:00,write,key1,618.223,96,false
2026-04-03T16:41:40.752352-04:00,write,key5,618.803,115,false
2026-04-03T16:41:41.371238-04:00,read,key2,1.649,86,false
2026-04-03T16:41:41.372925-04:00,read,key5,1.033,114,true
2026-04-03T16:41:40.859588-04:00,write,key3,611.307,124,false
2026-04-03T16:41:40.859116-04:00,write,key5,611.777,116,false
2026-04-03T16:41:40.859412-04:00,write,key7,611.483,108,false
2026-04-03T16:41:40.85984-04:00,write,key4,611.338,126,false
2026-04-03T16:41:40.862722-04:00,write,key4,612.293,127,false
2026-04-03T16:41:40.86525-04:00,write,key6,610.002,107,false
2026-04-03T16:41:41.475292-04:00,read,key8,1.755,127,false
2026-04-03T16:41:41.475042-04:00,read,key9,2.079,102,false
2026-04-03T16:41:40.871886-04:00,write,key6,609.736,108,false
2026-04-03T16:41:40.870174-04:00,write,key9,612.373,103,false
2026-04-03T16:41:41.482571-04:00,read,key2,1.252,85,true
