timestamp,type,key,latency_ms,version,stale
2026-04-03T16:44:38.131281-04:00,read,key9,6.643,44,false
2026-04-03T16:44:38.131304-04:00,write,key2,1232.685,31,false
2026-04-03T16:44:38.131393-04:00,write,key3,1235.249,39,false
2026-04-03T16:44:38.131296-04:00,write,key0,1235.578,33,false
2026-04-03T16:44:38.131397-04:00,write,key4,1236.054,35,false
2026-04-03T16:44:38.137955-04:00,write,key2,1229.675,31,false
2026-04-03T16:44:38.131326-04:00,write,key7,1236.696,35,false
2026-04-03T16:44:38.131293-04:00,write,key8,1236.798,35,false
2026-04-03T16:44:38.131323-04:00,write,key5,1236.844,36,false
2026-04-03T16:44:38.131421-04:00,write,key7,1236.954,35,false
2026-04-03T16:44:38.131359-04:00,write,key1,1237.972,39,false
2026-04-03T16:44:39.367641-04:00,read,key3,11.352,39,false
2026-04-03T16:44:39.366883-04:00,read,key2,12.178,31,false
2026-04-03T16:44:39.379156-04:00,read,key8,3.352,37,false
2026-04-03T16:44:39.36803-04:00,read,key9,14.519,43,false
2026-04-03T16:44:39.382566-04:00,read,key2,0.829,31,false
2026-04-03T16:44:39.382556-04:00,read,key6,0.912,35,false
2026-04-03T16:44:39.368102-04:00,write,key9,1234.570,45,false
2026-04-03T16:44:39.366716-04:00,write,key8,1236.140,37,false
2026-04-03T16:44:39.368389-04:00,write,key8,1234.673,36,false
2026-04-03T16:44:39.369396-04:00,write,key0,1233.688,34,false
2026-04-03T16:44:39.383438-04:00,write,key7,1219.723,36,false
2026-04-03T16:44:39.367543-04:00,write,key0,1235.754,34,false
2026-04-03T16:44:39.368177-04:00,write,key3,1235.160,41,false
2026-04-03T16:44:39.379172-04:00,write,key3,1224.681,40,false
2026-04-03T16:44:39.364204-04:00,write,key1,1239.719,40,false
2026-04-03T16:44:40.602891-04:00,read,key6,2.851,36,false
2026-04-03T16:44:40.603346-04:00,read,key1,2.361,40,false
2026-04-03T16:44:40.603202-04:00,read,key9,2.652,45,false
2026-04-03T16:44:40.603931-04:00,read,key0,3.084,35,false
2026-04-03T16:44:39.383484-04:00,write,key6,1223.778,36,false
2026-04-03T16:44:40.605765-04:00,read,key6,3.709,36,false
2026-04-03T16:44:40.609496-04:00,read,key8,1.169,37,false
2026-04-03T16:44:40.610682-04:00,read,key9,1.205,45,false
2026-04-03T16:44:40.6031-04:00,write,key6,1231.553,37,false
2026-04-03T16:44:40.603096-04:00,write,key0,1231.665,35,false
2026-04-03T16:44:40.603311-04:00,write,key7,1231.412,37,false
2026-04-03T16:44:40.607048-04:00,write,key3,1227.632,41,false
2026-04-03T16:44:40.605872-04:00,write,key4,1228.782,36,false
2026-04-03T16:44:40.607279-04:00,write,key7,1227.678,37,false
2026-04-03T16:44:40.602833-04:00,write,key2,1232.088,32,false
2026-04-03T16:44:40.6058-04:00,write,key4,1229.547,36,false
2026-04-03T16:44:40.611912-04:00,write,key3,1223.504,42,false
2026-04-03T16:44:40.603877-04:00,write,key3,1231.536,41,false
2026-04-03T16:44:41.835361-04:00,read,key5,3.168,36,false
2026-04-03T16:44:41.834899-04:00,read,key0,3.671,35,false
2026-04-03T16:44:41.834792-04:00,read,key3,4.065,41,true
2026-04-03T16:44:41.835004-04:00,read,key6,4.119,37,false
2026-04-03T16:44:41.834797-04:00,read,key8,4.863,36,true
2026-04-03T16:44:41.838565-04:00,read,key1,3.066,41,false
2026-04-03T16:44:41.835004-04:00,read,key8,6.686,37,false
2026-04-03T16:44:41.83914-04:00,read,key4,2.784,36,false
2026-04-03T16:44:41.838907-04:00,read,key2,3.787,32,false
2026-04-03T16:44:41.841744-04:00,read,key5,1.692,36,false
2026-04-03T16:44:41.841656-04:00,read,key7,1.916,37,false
2026-04-03T16:44:41.842712-04:00,read,key9,3.054,45,false
2026-04-03T16:44:41.845787-04:00,read,key0,1.169,35,false
2026-04-03T16:44:41.843452-04:00,read,key7,3.864,38,false
2026-04-03T16:44:41.838648-04:00,write,key6,1232.789,38,false
2026-04-03T16:44:41.843592-04:00,write,key9,1227.943,46,false
2026-04-03T16:44:41.835458-04:00,write,key8,1236.103,38,false
2026-04-03T16:44:41.83503-04:00,write,key6,1236.640,38,false
2026-04-03T16:44:41.846978-04:00,write,key1,1226.105,42,false
2026-04-03T16:44:41.847338-04:00,write,key5,1225.744,37,false
2026-04-03T16:44:41.834743-04:00,write,key1,1238.630,41,false
2026-04-03T16:44:41.841948-04:00,write,key0,1231.429,37,false
2026-04-03T16:44:41.839704-04:00,write,key7,1233.668,38,false
2026-04-03T16:44:41.83546-04:00,write,key0,1239.907,36,false
2026-04-03T16:44:43.071559-04:00,read,key5,5.906,37,false
2026-04-03T16:44:43.073156-04:00,read,key1,4.358,42,false
2026-04-03T16:44:43.07339-04:00,read,key3,4.507,41,true
2026-04-03T16:44:43.071748-04:00,read,key6,7.014,38,false
2026-04-03T16:44:43.077531-04:00,read,key6,3.636,38,false
2026-04-03T16:44:43.078783-04:00,read,key3,2.471,41,true
2026-04-03T16:44:43.073402-04:00,read,key7,7.853,38,false
