timestamp,type,key,latency_ms,version,stale
2026-04-03T16:45:09.110122-04:00,read,key3,4.747,54,false
2026-04-03T16:45:09.114888-04:00,read,key3,1.849,54,false
2026-04-03T16:45:09.110168-04:00,write,key4,1227.837,54,false
2026-04-03T16:45:09.110069-04:00,write,key3,1228.017,55,false
2026-04-03T16:45:09.110065-04:00,write,key6,1228.064,53,false
2026-04-03T16:45:09.110181-04:00,write,key2,1228.012,48,false
2026-04-03T16:45:09.110084-04:00,write,key1,1228.204,61,false
2026-04-03T16:45:09.116752-04:00,write,key8,1221.585,54,false
2026-04-03T16:45:09.110116-04:00,write,key5,1228.314,55,false
2026-04-03T16:45:09.110208-04:00,write,key5,1228.385,54,false
2026-04-03T16:45:09.110113-04:00,write,key9,1228.456,63,false
2026-04-03T16:45:09.110067-04:00,write,key5,1228.677,54,false
2026-04-03T16:45:10.338756-04:00,read,key7,3.517,53,false
2026-04-03T16:45:10.338698-04:00,read,key1,6.659,61,false
2026-04-03T16:45:10.338617-04:00,write,key8,1233.169,55,false
2026-04-03T16:45:10.338109-04:00,write,key3,1233.741,56,false
2026-04-03T16:45:10.338459-04:00,write,key9,1233.450,64,false
2026-04-03T16:45:10.338211-04:00,write,key5,1233.844,55,false
2026-04-03T16:45:10.338639-04:00,write,key7,1233.415,54,false
2026-04-03T16:45:10.342337-04:00,write,key3,1229.921,56,false
2026-04-03T16:45:10.338318-04:00,write,key1,1233.961,62,false
2026-04-03T16:45:10.33814-04:00,write,key8,1234.659,55,false
2026-04-03T16:45:10.338359-04:00,write,key7,1234.462,54,false
2026-04-03T16:45:10.345435-04:00,write,key8,1227.584,55,false
2026-04-03T16:45:11.57187-04:00,read,key8,4.577,55,false
2026-04-03T16:45:11.571931-04:00,read,key3,4.600,56,false
2026-04-03T16:45:11.572287-04:00,read,key3,5.164,56,false
2026-04-03T16:45:11.573035-04:00,write,key7,1231.108,55,false
2026-04-03T16:45:11.57211-04:00,write,key6,1232.072,54,false
2026-04-03T16:45:11.572277-04:00,write,key9,1231.978,65,false
2026-04-03T16:45:11.571934-04:00,write,key0,1232.494,54,false
2026-04-03T16:45:11.572834-04:00,write,key0,1231.308,53,false
2026-04-03T16:45:11.572827-04:00,write,key0,1232.085,53,false
2026-04-03T16:45:11.577505-04:00,write,key7,1227.714,55,false
2026-04-03T16:45:11.572152-04:00,write,key5,1233.217,56,false
2026-04-03T16:45:11.576555-04:00,write,key8,1229.070,56,false
2026-04-03T16:45:11.576487-04:00,write,key1,1229.183,63,false
